GSM,GSE,Cell Type,In Situ Site,Disease,PubMed ID,Release Date,FRiP,Number of Peaks,Motif Overlap Ratio
GSM5531324,GSE182556,HCT-116,Colon,Colon carcinoma,,8/31/22,0.108,26266,0.896
GSM5556555,GSE183381,MCF-10A,Breast,,35947648;36037342,1/1/22,0.096,44313,0.872
GSM5573372,GSE161258,GBM8,Brain,Glioblastoma,,11/11/21,0.027,13297,0.949
GSM5573373,GSE161258,GBM8,Brain,Glioblastoma,,11/11/21,0.026,12357,0.949
GSM5573381,GSE161258,astrocyte,Astrocyte,,,11/11/21,0.023,11465,0.946
GSM5577970,GSE184106,HCT-116,Colon,Colon carcinoma,35017527,11/6/21,0.108,26266,0.896
GSM5577971,GSE184106,HCT-116,Colon,Colon carcinoma,35017527,11/6/21,0.152,31342,0.888
GSM5577972,GSE184106,HCT-116,Colon,Colon carcinoma,35017527,11/6/21,0.111,27607,0.865
GSM5577973,GSE184106,HCT-116,Colon,Colon carcinoma,35017527,11/6/21,0.354,48113,0.858
GSM5577974,GSE184106,HCT-116,Colon,Colon carcinoma,35017527,11/6/21,0.351,49415,0.849
GSM5577975,GSE184106,HCT-116,Colon,Colon carcinoma,35017527,11/6/21,0.29,39610,0.858
GSM5577976,GSE184106,HCT-116,Colon,Colon carcinoma,35017527,11/6/21,0.247,38772,0.876
GSM5577977,GSE184106,HCT-116,Colon,Colon carcinoma,35017527,11/6/21,0.314,38652,0.857
GSM5577978,GSE184106,HCT-116,Colon,Colon carcinoma,35017527,11/6/21,0.316,36950,0.841
GSM5629826,GSE156773,M14,"Metastatic; Right buttock, hypodermis",Human melanoma cell line,35388001,2/20/22,0.569,86310,0.758
GSM5629827,GSE156773,M14,"Metastatic; Right buttock, hypodermis",Human melanoma cell line,35388001,2/20/22,0.576,79798,0.777
GSM5667234,GSE187035,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.162,46168,0.854
GSM5667235,GSE187035,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.163,46025,0.853
GSM5667262,GSE187050,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.169,43434,0.786
GSM5667263,GSE187050,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.17,45571,0.775
GSM5667312,GSE187070,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.124,41143,0.821
GSM5667313,GSE187070,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.121,42052,0.818
GSM5667417,GSE187120,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.058,26210,0.885
GSM5667418,GSE187120,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.07,30556,0.86
GSM5667472,GSE187152,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.101,32273,0.861
GSM5667473,GSE187152,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.101,34190,0.85
GSM5667491,GSE187163,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.207,46108,0.805
GSM5667492,GSE187163,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.218,48111,0.797
GSM5667502,GSE187171,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.167,38622,0.832
GSM5667503,GSE187171,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.175,40343,0.825
GSM5667566,GSE187204,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.078,26967,0.917
GSM5667567,GSE187204,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.072,25923,0.919
GSM5667600,GSE187223,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.149,49571,0.787
GSM5667601,GSE187223,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.146,49758,0.784
GSM5667602,GSE187224,spleen,Spleen,,22955616,11/4/21,0.033,17376,0.945
GSM5667603,GSE187224,spleen,Spleen,,22955616,11/4/21,0.015,10977,0.955
GSM5667631,GSE187238,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.182,45534,0.772
GSM5667632,GSE187238,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.181,43531,0.786
GSM5667640,GSE187243,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.134,32544,0.855
GSM5667641,GSE187243,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.137,38237,0.827
GSM5667644,GSE187246,heart_left_ventricle,Heart left ventricle,,22955616,11/4/21,0.205,44302,0.855
GSM5667645,GSE187246,heart_left_ventricle,Heart left ventricle,,22955616,11/4/21,0.206,46487,0.846
GSM5667661,GSE187256,adrenal_gland,Adrenal gland,,22955616,11/4/21,0.075,26625,0.922
GSM5667662,GSE187256,adrenal_gland,Adrenal gland,,22955616,11/4/21,0.104,30375,0.906
GSM5667663,GSE187256,adrenal_gland,Adrenal gland,,22955616,11/4/21,0.104,31133,0.905
GSM5667664,GSE187256,adrenal_gland,Adrenal gland,,22955616,11/4/21,0.077,30147,0.907
GSM5667684,GSE187266,lung,Lung,,22955616,11/4/21,0.062,22147,0.933
GSM5667685,GSE187266,lung,Lung,,22955616,11/4/21,0.376,54548,0.792
GSM5667686,GSE187266,lung,Lung,,22955616,11/4/21,0.066,24686,0.922
GSM5667687,GSE187266,lung,Lung,,22955616,11/4/21,0.382,52554,0.799
GSM5667699,GSE187273,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.113,35778,0.845
GSM5667700,GSE187273,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.115,37771,0.833
GSM5667776,GSE187294,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.142,38120,0.879
GSM5667777,GSE187294,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.143,37218,0.883
GSM5667796,GSE187301,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.159,40890,0.816
GSM5667797,GSE187301,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.161,40818,0.815
GSM5667823,GSE187311,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.197,49455,0.796
GSM5667824,GSE187311,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.197,52996,0.783
GSM5667826,GSE187313,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.225,46823,0.788
GSM5667827,GSE187313,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.221,47003,0.787
GSM5667865,GSE187322,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.173,39297,0.841
GSM5667866,GSE187322,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.173,42670,0.824
GSM5667953,GSE187339,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.161,34471,0.908
GSM5667954,GSE187339,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.16,33751,0.911
GSM5667998,GSE187347,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.178,42173,0.828
GSM5667999,GSE187347,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.179,42680,0.826
GSM5668046,GSE187359,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.2,43682,0.807
GSM5668047,GSE187359,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.198,46530,0.795
GSM5668052,GSE187363,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.164,37439,0.828
GSM5668053,GSE187363,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.177,38210,0.823
GSM5668103,GSE187372,heart_left_ventricle,Heart left ventricle,,22955616,11/4/21,0.285,46756,0.845
GSM5668104,GSE187372,heart_left_ventricle,Heart left ventricle,,22955616,11/4/21,0.276,54460,0.817
GSM5668207,GSE187396,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.11,30965,0.88
GSM5668208,GSE187396,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.124,40283,0.821
GSM5668899,GSE187553,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.239,48814,0.823
GSM5668900,GSE187553,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.229,44171,0.841
GSM5668911,GSE187559,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.04,15730,0.95
GSM5668912,GSE187559,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.045,23170,0.934
GSM5668926,GSE187566,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.081,29821,0.883
GSM5668927,GSE187566,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.088,27966,0.895
GSM5668970,GSE187581,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.168,44002,0.791
GSM5668971,GSE187581,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.164,42395,0.797
GSM5669047,GSE187610,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.174,43011,0.801
GSM5669048,GSE187610,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.181,45259,0.789
GSM5669111,GSE187638,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.154,40031,0.791
GSM5669112,GSE187638,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.158,43216,0.781
GSM5669146,GSE187653,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.095,35182,0.851
GSM5669147,GSE187653,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.073,23751,0.913
GSM5669356,GSE187708,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.211,48467,0.79
GSM5669357,GSE187708,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.209,41273,0.82
GSM5669430,GSE187749,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.144,39222,0.849
GSM5669433,GSE187749,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.138,33065,0.884
GSM5669448,GSE187758,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.161,51959,0.737
GSM5669449,GSE187758,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.162,55018,0.724
GSM5669463,GSE187765,spleen,Spleen,,22955616,11/4/21,0.2,39027,0.832
GSM5669464,GSE187765,spleen,Spleen,,22955616,11/4/21,0.089,26772,0.885
GSM5669465,GSE187765,spleen,Spleen,,22955616,11/4/21,0.111,29843,0.879
GSM5669476,GSE187771,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.176,45932,0.813
GSM5669477,GSE187771,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.177,47163,0.807
GSM5669627,GSE187824,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.146,43071,0.812
GSM5669628,GSE187824,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.139,31441,0.877
GSM5669681,GSE187847,heart_left_ventricle,Heart left ventricle,,22955616,11/4/21,0.084,23593,0.94
GSM5669682,GSE187847,heart_left_ventricle,Heart left ventricle,,22955616,11/4/21,0.092,31717,0.918
GSM5669701,GSE187857,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.19,45443,0.793
GSM5669702,GSE187857,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.195,44888,0.797
GSM5669710,GSE187861,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.162,44053,0.783
GSM5669711,GSE187861,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.17,46526,0.775
GSM5669712,GSE187862,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.027,18389,0.94
GSM5669713,GSE187862,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.026,17800,0.942
GSM5669756,GSE187878,spleen,Spleen,,22955616,11/4/21,0.045,19747,0.92
GSM5669758,GSE187879,heart_left_ventricle,Heart left ventricle,,22955616,11/4/21,0.148,33041,0.908
GSM5669759,GSE187879,heart_left_ventricle,Heart left ventricle,,22955616,11/4/21,0.149,32792,0.912
GSM5669762,GSE187881,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.179,41532,0.791
GSM5669763,GSE187881,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.183,44560,0.78
GSM5669809,GSE187903,lung,Lung,,22955616,11/4/21,0.043,19328,0.93
GSM5669810,GSE187903,lung,Lung,,22955616,11/4/21,0.041,19322,0.933
GSM5669847,GSE187921,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.137,39222,0.818
GSM5669848,GSE187921,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.083,28245,0.858
GSM5669849,GSE187921,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.121,34760,0.848
GSM5669873,GSE187936,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.133,35123,0.863
GSM5669874,GSE187936,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.138,38552,0.846
GSM5669884,GSE187943,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.177,38377,0.817
GSM5669885,GSE187943,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.185,47447,0.782
GSM5670011,GSE188007,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.028,17439,0.926
GSM5670012,GSE188007,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.037,22265,0.914
GSM5670055,GSE188029,lung,Lung,,22955616,11/4/21,0.054,25797,0.929
GSM5670056,GSE188029,lung,Lung,,22955616,11/4/21,0.05,23182,0.937
GSM5670060,GSE188032,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.172,47038,0.777
GSM5670061,GSE188032,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.173,53633,0.749
GSM5670072,GSE188038,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.132,37168,0.847
GSM5670073,GSE188038,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.138,41217,0.829
GSM5670098,GSE188053,heart_left_ventricle,Heart left ventricle,,22955616,11/4/21,0.071,28425,0.924
GSM5670099,GSE188053,heart_left_ventricle,Heart left ventricle,,22955616,11/4/21,0.071,28434,0.923
GSM5670117,GSE188063,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.169,43981,0.802
GSM5670118,GSE188063,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.179,45837,0.788
GSM5670141,GSE188074,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.09,23226,0.919
GSM5670142,GSE188074,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.096,26370,0.907
GSM5670147,GSE188077,heart_left_ventricle,Heart left ventricle,,22955616,11/4/21,0.123,28981,0.911
GSM5670148,GSE188077,heart_left_ventricle,Heart left ventricle,,22955616,11/4/21,0.123,30002,0.909
GSM5670183,GSE188093,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.194,44337,0.775
GSM5670184,GSE188093,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.198,45778,0.772
GSM5670192,GSE188098,pancreas,Pancreas,,22955616,11/4/21,0.026,19802,0.944
GSM5670193,GSE188098,pancreas,Pancreas,,22955616,11/4/21,0.024,17028,0.951
GSM5670204,GSE188101,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.115,38844,0.852
GSM5670205,GSE188101,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.101,28721,0.907
GSM5670307,GSE188116,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.069,30260,0.88
GSM5670308,GSE188116,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.07,31061,0.873
GSM5670897,GSE188125,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.3,46454,0.844
GSM5670898,GSE188125,heart_right_ventricle,Heart right ventricle,,22955616,11/4/21,0.298,54473,0.816
GSM5671053,GSE188138,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.129,36677,0.862
GSM5671054,GSE188138,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.128,34762,0.871
GSM5671203,GSE188169,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.107,36529,0.825
GSM5671204,GSE188169,middle_frontal_area_46,Middle frontal area 46,,22955616,11/4/21,0.108,35338,0.829
GSM5699948,GSE188625,BT-245,Brain,Glioblastoma,36471070,6/27/22,0.249,48224,0.833
GSM5699950,GSE188625,DIPG21,Brain,diffuse intrinsic pontine glioma,36471070,6/27/22,0.34,40927,0.867
GSM5699951,GSE188625,DIPGXIIIp14,Brain,diffuse intrinsic pontine glioma,36471070,6/27/22,0.196,48213,0.836
GSM5753526,GSE192625,limbal_stem,Limbal stem,,35277509;36652264,2/1/22,0.234,54009,0.828
GSM5753527,GSE192625,limbal_stem,Limbal stem,,35277509;36652264,2/1/22,0.276,50630,0.83
GSM5764470,GSE192749,ASC,Subcutaneous fat,,35618313,5/31/22,0.321,59207,0.74
GSM5764471,GSE192749,ASC,Subcutaneous fat,,35618313,5/31/22,0.338,61424,0.728
GSM5764488,GSE192749,ASC,Subcutaneous fat,,35618313,5/31/22,0.354,68584,0.627
GSM5764489,GSE192749,ASC,Subcutaneous fat,,35618313,5/31/22,0.345,67669,0.626
GSM5764506,GSE192749,ASC,Subcutaneous fat,,35618313,5/31/22,0.379,82896,0.517
GSM5764507,GSE192749,ASC,Subcutaneous fat,,35618313,5/31/22,0.385,66268,0.578
GSM5764524,GSE192749,ASC,Subcutaneous fat,,35618313,5/31/22,0.344,111974,0.242
GSM5764525,GSE192749,ASC,Subcutaneous fat,,35618313,5/31/22,0.483,53089,0.348
GSM5821796,GSE193886,5637,Urinary bladder,Bladder carcinoma,36944729,3/22/23,0.299,68568,0.753
GSM5822608,GSE193886,normal_urothelial,Normal urothelial,,36944729,3/22/23,0.209,72079,0.749
GSM5822616,GSE193886,normal_urothelial,Normal urothelial,,36944729,3/22/23,0.187,73428,0.744
GSM5823034,GSE193886,bladder,Bladder,,36944729,3/22/23,0.28,65541,0.786
GSM5840548,GSE195566,RUES1,Blastocyst,,35914133,6/13/22,0.134,45024,0.863
GSM5840549,GSE195566,RUES1,Blastocyst,,35914133,6/13/22,0.038,24903,0.913
GSM5840550,GSE195566,RUES1,Blastocyst,,35914133,6/13/22,0.089,39910,0.88
GSM5840551,GSE195566,RUES1,Blastocyst,,35914133,6/13/22,0.021,16565,0.926
GSM586887,GSE23784,pancreatic_islets,Pancreatic islets,,21035756;23997652,11/2/10,0.142,32734,0.792
GSM586888,GSE23784,pancreatic_islets,Pancreatic islets,,21035756;23997652,11/2/10,0.077,19962,0.912
GSM5880326,GSE196402,LNCaP,Prostate,Prostate carcinoma,36910579,6/23/23,0.049,10785,0.94
GSM5880357,GSE196402,LNCaP,Prostate,Prostate carcinoma,36910579,6/23/23,0.055,16992,0.931
GSM5880358,GSE196402,LNCaP,Prostate,Prostate carcinoma,36910579,6/23/23,0.095,25587,0.921
GSM5880390,GSE196402,LNCaP,Prostate,Prostate carcinoma,36910579,6/23/23,0.074,16568,0.933
GSM5880420,GSE196402,LNCaP,Prostate,Prostate carcinoma,36910579,6/23/23,0.012,10367,0.945
GSM5880421,GSE196402,LNCaP,Prostate,Prostate carcinoma,36910579,6/23/23,0.044,22163,0.917
GSM5880422,GSE196402,LNCaP,Prostate,Prostate carcinoma,36910579,6/23/23,0.076,27962,0.909
GSM5896963,GSE196621,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,36897969,3/13/23,0.546,68310,0.78
GSM5899605,GSE196727,RPE,"Eye, retina, retinal pigment epithelium",,37726281,7/28/23,0.159,46506,0.838
GSM5899621,GSE196727,RPE,"Eye, retina, retinal pigment epithelium",,37726281,7/28/23,0.142,49700,0.837
GSM5971718,GSE199679,MP41,"Eye, uvea",Uveal melanoma,37708024,8/21/23,0.425,60012,0.82
GSM5971719,GSE199679,MP41,"Eye, uvea",Uveal melanoma,37708024,8/21/23,0.462,52755,0.845
GSM5983423,GSE158897,GM12878,Peripheral blood,,38585764,9/30/23,0.113,33544,0.287
GSM5983429,GSE158897,HCT-116,Colon,Colon carcinoma,38585764,9/30/23,0.231,55211,0.593
GSM5983430,GSE158897,HCT-116,Colon,Colon carcinoma,38585764,9/30/23,0.188,48778,0.52
GSM5983431,GSE158897,HCT-116,Colon,Colon carcinoma,38585764,9/30/23,0.211,46397,0.56
GSM5983432,GSE158897,HCT-116,Colon,Colon carcinoma,38585764,9/30/23,0.22,49348,0.618
GSM6016304,GSE200168,22Rv1,Prostate,Prostate carcinoma,36997534,3/5/23,0.543,70532,0.783
GSM6016305,GSE200168,22Rv1,Prostate,Prostate carcinoma,36997534,3/5/23,0.625,66801,0.786
GSM6016306,GSE200168,22Rv1,Prostate,Prostate carcinoma,36997534,3/5/23,0.522,66723,0.801
GSM6016307,GSE200168,22Rv1,Prostate,Prostate carcinoma,36997534,3/5/23,0.549,66871,0.791
GSM6042012,GSE180175,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",36335136,10/2/22,0.408,52394,0.814
GSM6042016,GSE180175,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",36335136,10/2/22,0.312,17727,0.946
GSM6042020,GSE180175,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",36335136,10/2/22,0.264,45757,0.841
GSM614614,GSE25021,MCF-7,Breast,Invasive breast carcinoma of no special type,20219941,2/5/11,0.379,45178,0.855
GSM614615,GSE25021,MCF-7,Breast,Invasive breast carcinoma of no special type,20219941,2/5/11,0.377,57675,0.819
GSM614630,GSE25021,Hep-G2,Liver,Hepatoblastoma,20219941,2/5/11,0.321,58435,0.808
GSM614631,GSE25021,Hep-G2,Liver,Hepatoblastoma,20219941,2/5/11,0.308,64749,0.793
GSM6167087,GSE182500,HAP-1,Bone marrow,"Chronic myelogenous leukemia, BCR-ABL1 positive, Chronic myeloid leukemia",36202971,7/24/22,0.045,25169,0.893
GSM6167095,GSE182500,HAP-1,Bone marrow,"Chronic myelogenous leukemia, BCR-ABL1 positive, Chronic myeloid leukemia",36202971,7/24/22,0.075,26121,0.89
GSM6167099,GSE182500,HAP-1,Bone marrow,"Chronic myelogenous leukemia, BCR-ABL1 positive, Chronic myeloid leukemia",36202971,7/24/22,0.074,23955,0.888
GSM6167102,GSE182500,HAP-1,Bone marrow,"Chronic myelogenous leukemia, BCR-ABL1 positive, Chronic myeloid leukemia",36202971,7/24/22,0.028,21213,0.912
GSM624077,GSE25442,H1,Embryonic stem cell,,21106903,11/18/10,0.377,66445,0.725
GSM624078,GSE25442,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,21106903,11/18/10,0.341,80080,0.765
GSM624079,GSE25442,HUVEC-C,Umbilical vein,,21106903,11/18/10,0.26,50885,0.84
GSM624080,GSE25442,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",21106903,11/18/10,0.329,68990,0.795
